name,degree,aging_neighbors,aging_n/degree,K-core,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,NeighborhoodConnectivity,Radiality,Stress,TopologicalCoefficient
CLCB_HUMAN,0,0,0,0,,,,,,,,,
CLCC1_HUMAN,0,0,0,0,,,,,,,,,
CLCF1_HUMAN,0,0,0,0,,,,,,,,,
CLCKA_HUMAN,0,0,0,0,,,,,,,,,
CLCKB_HUMAN,0,0,0,0,,,,,,,,,
CLCL1_HUMAN,0,0,0,0,,,,,,,,,
CLCN1_HUMAN,2,0,0,2,4.35976419,0.00024271,0.2293702,0,9,78.5,0.72001965,76932,0.5
CLCN2_HUMAN,0,0,0,0,,,,,,,,,
CLCN3_HUMAN,0,0,0,0,,,,,,,,,
CLCN4_HUMAN,0,0,0,0,,,,,,,,,
CLCN5_HUMAN,0,0,0,0,,,,,,,,,
CLCN6_HUMAN,0,0,0,0,,,,,,,,,
CLCN7_HUMAN,0,0,0,0,,,,,,,,,
CLD10_HUMAN,0,0,0,0,,,,,,,,,
CLD11_HUMAN,0,0,0,0,,,,,,,,,
CLD12_HUMAN,0,0,0,0,,,,,,,,,
CLD14_HUMAN,0,0,0,0,,,,,,,,,
CLD15_HUMAN,0,0,0,0,,,,,,,,,
CLD16_HUMAN,0,0,0,0,,,,,,,,,
CLD17_HUMAN,0,0,0,0,,,,,,,,,
CLD18_HUMAN,0,0,0,0,,,,,,,,,
CLD19_HUMAN,0,0,0,0,,,,,,,,,
CLD1_HUMAN,1,0,0,1,7.07324982,0,0.14137773,0,11,2,0.49389585,0,0
CLD20_HUMAN,0,0,0,0,,,,,,,,,
CLD22_HUMAN,0,0,0,0,,,,,,,,,
CLD23_HUMAN,0,0,0,0,,,,,,,,,
CLD24_HUMAN,0,0,0,0,,,,,,,,,
CLD25_HUMAN,0,0,0,0,,,,,,,,,
CLD2_HUMAN,2,0,0,2,4.10935888,2.39E-06,0.24334696,0,9,173,0.74088676,16684,0.59106529
CLD34_HUMAN,0,0,0,0,,,,,,,,,
CLD3_HUMAN,0,0,0,0,,,,,,,,,
CLD4_HUMAN,0,0,0,0,,,,,,,,,
CLD5_HUMAN,0,0,0,0,,,,,,,,,
CLD6_HUMAN,0,0,0,0,,,,,,,,,
CLD7_HUMAN,2,0,0,1,5.07383935,0.00058945,0.19708941,0,9,22.5,0.66051339,190312,0.5
CLD8_HUMAN,2,0,0,2,4.64215181,1.59E-05,0.21541734,0,9,52.5,0.69648735,15386,0.55376344
CLD9_HUMAN,0,0,0,0,,,,,,,,,
CLDN1_HUMAN,0,0,0,0,,,,,,,,,
CLDN2_HUMAN,0,0,0,0,,,,,,,,,
CLGN_HUMAN,0,0,0,0,,,,,,,,,
CLH1_HUMAN,5,0,0,3,4.49565217,0.00014887,0.22243714,0,9,6,0.70869565,48456,0.2
CLH2_HUMAN,0,0,0,0,,,,,,,,,
CLHC1_HUMAN,3,0,0,3,4.1541636,2.497E-05,0.24072234,0,8,28.66666667,0.73715303,11140,0.34583333
CLIC1_HUMAN,0,0,0,0,,,,,,,,,
CLIC2_HUMAN,0,0,0,0,,,,,,,,,
CLIC3_HUMAN,2,0,0,2,4.71643331,0.0001075,0.21202462,0,9,29,0.69029722,29372,0.5
CLIC4_HUMAN,0,0,0,0,,,,,,,,,
CLIC5_HUMAN,0,0,0,0,,,,,,,,,
CLIC6_HUMAN,0,0,0,0,,,,,,,,,
CLIP1_HUMAN,2,0,0,1,4.82092852,0.00029477,0.20742892,0,9,10.5,0.68158929,109868,0.5
CLIP2_HUMAN,0,0,0,0,,,,,,,,,
CLIP3_HUMAN,0,0,0,0,,,,,,,,,
CLIP4_HUMAN,5,0,0,4,4.00221076,0.00014123,0.2498619,0.1,8,46.4,0.74981577,56244,0.21502347
CLK1_HUMAN,2,0,0,2,4.26543847,2.73E-06,0.23444249,0,8,99.5,0.72788013,2324,0.51302083
CLK2_HUMAN,22,0,0,7,3.76344878,0.00155535,0.26571373,0.06493506,8,24.95454545,0.7697126,662414,0.05666108
CLK3_HUMAN,15,2,0.13333,7,3.966986,0.00200411,0.25208055,0.0952381,8,22.06666667,0.75275117,672244,0.08104089
CLK4_HUMAN,4,0,0,3,4.19056743,0.00015422,0.23863117,0.5,8,119.5,0.73411938,108096,0.40287162
CLLU1_HUMAN,0,0,0,0,,,,,,,,,
CLM1_HUMAN,0,0,0,0,,,,,,,,,
CLM2_HUMAN,0,0,0,0,,,,,,,,,
CLM4_HUMAN,1,0,0,1,5.86705969,0,0.17044313,0,10,6,0.59441169,0,0
CLM6_HUMAN,0,0,0,0,,,,,,,,,
CLM7_HUMAN,0,0,0,0,,,,,,,,,
CLM8_HUMAN,1,0,0,1,4.6201916,0,0.21644124,0,9,38,0.69831737,0,0
CLM9_HUMAN,1,0,0,1,4.43566691,0,0.22544524,0,9,140,0.71369442,0,0
CLMN_HUMAN,0,0,0,0,,,,,,,,,
CLMP_HUMAN,0,0,0,0,,,,,,,,,
CLN3_HUMAN,0,0,0,0,,,,,,,,,
CLN5_HUMAN,0,0,0,0,,,,,,,,,
CLN6_HUMAN,0,0,0,0,,,,,,,,,
CLN8_HUMAN,0,0,0,0,,,,,,,,,
CLNK_HUMAN,2,2,1,2,4.25910096,0,0.23479134,1,8,94,0.72840825,0,0.62251656
CLOCK_HUMAN,0,0,0,0,,,,,,,,,
CLP1L_HUMAN,0,0,0,0,,,,,,,,,
CLP1_HUMAN,0,0,0,0,,,,,,,,,
CLPB_HUMAN,1,0,0,1,4.47044952,0,0.22369115,0,8,101,0.71079587,0,0
CLPP_HUMAN,0,0,0,0,,,,,,,,,
CLPT1_HUMAN,0,0,0,0,,,,,,,,,
CLPX_HUMAN,0,0,0,0,,,,,,,,,
CLRN1_HUMAN,0,0,0,0,,,,,,,,,
CLRN2_HUMAN,0,0,0,0,,,,,,,,,
CLRN3_HUMAN,0,0,0,0,,,,,,,,,
CLSPN_HUMAN,4,0,0,4,4.85055269,5.163E-05,0.20616207,0,9,8.75,0.67912061,13292,0.25833333
CLTR1_HUMAN,1,0,0,1,6.7798084,0,0.14749679,0,11,2,0.5183493,0,0
CLTR2_HUMAN,2,0,0,1,5.77995578,0.00029477,0.1730117,0,10,4,0.60167035,98450,0.5
CLU1O_HUMAN,0,0,0,0,,,,,,,,,
CLUA1_HUMAN,3,0,0,3,4.72719234,4.7E-06,0.21154206,0,9,7.33333333,0.68940064,1650,0.33333333
CLUL1_HUMAN,0,0,0,0,,,,,,,,,
CLUP3_HUMAN,0,0,0,0,,,,,,,,,
CLUS_HUMAN,5,2,0.4,3,4.82623434,0.00052036,0.20720088,0,9,9.6,0.68114714,146250,0.2097561
CLU_HUMAN,0,0,0,0,,,,,,,,,
CLVS1_HUMAN,0,0,0,0,,,,,,,,,
CLVS2_HUMAN,0,0,0,0,,,,,,,,,
CLYBL_HUMAN,0,0,0,0,,,,,,,,,
CM029_HUMAN,0,0,0,0,,,,,,,,,
CMA1_HUMAN,0,0,0,0,,,,,,,,,
CMAH_HUMAN,0,0,0,0,,,,,,,,,
CMAS1_HUMAN,0,0,0,0,,,,,,,,,
CMBL_HUMAN,0,0,0,0,,,,,,,,,
CMC1_HUMAN,0,0,0,0,,,,,,,,,
CMC2_HUMAN,0,0,0,0,,,,,,,,,
CMC4_HUMAN,0,0,0,0,,,,,,,,,
CMGA_HUMAN,0,0,0,0,,,,,,,,,
CMIP_HUMAN,1,1,1,1,4.59764186,0,0.2175028,0,9,52,0.70019651,0,0
CMKMT_HUMAN,0,0,0,0,,,,,,,,,
CML1_HUMAN,0,0,0,0,,,,,,,,,
CMPK2_HUMAN,0,0,0,0,,,,,,,,,
CMS1_HUMAN,0,0,0,0,,,,,,,,,
CMTA1_HUMAN,0,0,0,0,,,,,,,,,
CMTA2_HUMAN,0,0,0,0,,,,,,,,,
CMTD1_HUMAN,0,0,0,0,,,,,,,,,
CMTR1_HUMAN,0,0,0,0,,,,,,,,,
CMTR2_HUMAN,0,0,0,0,,,,,,,,,
CMYA5_HUMAN,1,0,0,1,5.2045689,0,0.19213887,0,9,17,0.64961926,0,0
CN023_HUMAN,0,0,0,0,,,,,,,,,
CN028_HUMAN,0,0,0,0,,,,,,,,,
CN037_HUMAN,0,0,0,0,,,,,,,,,
CN048_HUMAN,1,0,0,1,4.71731761,0,0.21198488,0,9,23,0.69022353,0,0
CN070_HUMAN,0,0,0,0,,,,,,,,,
CN079_HUMAN,0,0,0,0,,,,,,,,,
CN080_HUMAN,0,0,0,0,,,,,,,,,
CN093_HUMAN,1,0,0,1,5.1880619,0,0.19275021,0,10,8,0.65099484,0,0
CN105_HUMAN,0,0,0,0,,,,,,,,,
CN119_HUMAN,0,0,0,0,,,,,,,,,
CN132_HUMAN,0,0,0,0,,,,,,,,,
CN142_HUMAN,0,0,0,0,,,,,,,,,
CN144_HUMAN,0,0,0,0,,,,,,,,,
CN159_HUMAN,1,0,0,1,4.65674282,0,0.21474237,0,8,56,0.69527143,0,0
CN165_HUMAN,0,0,0,0,,,,,,,,,
CN166_HUMAN,2,0,0,1,5.72070744,0.00029477,0.17480356,0,10,1.5,0.60660771,76786,0.5
CN177_HUMAN,0,0,0,0,,,,,,,,,
CN178_HUMAN,0,0,0,0,,,,,,,,,
CN183_HUMAN,0,0,0,0,,,,,,,,,
CN37_HUMAN,0,0,0,0,,,,,,,,,
CNAS1_HUMAN,0,0,0,0,,,,,,,,,
CNBD1_HUMAN,0,0,0,0,,,,,,,,,
CNBD2_HUMAN,0,0,0,0,,,,,,,,,
CNBP1_HUMAN,6,1,0.16667,5,3.82048637,0.00073716,0.26174678,0.06666667,8,82.5,0.76495947,340622,0.18185185
CNBP_HUMAN,0,0,0,0,,,,,,,,,
CNCG_HUMAN,1,0,0,1,5.57553427,0,0.17935501,0,10,3,0.61870548,0,0
CND1_HUMAN,1,0,0,1,6.50302137,0,0.15377468,0,11,5,0.54141489,0,0
CND2_HUMAN,5,0,0,2,5.50316875,0.00117877,0.18171349,0.1,10,3.2,0.62473594,858610,0.23636364
CND3_HUMAN,1,0,0,1,6.50302137,0,0.15377468,0,11,5,0.54141489,0,0
CNDD3_HUMAN,1,0,0,1,5.49299926,0,0.18204991,0,10,2,0.62558339,0,0
CNDG2_HUMAN,0,0,0,0,,,,,,,,,
CNDH2_HUMAN,2,0,0,1,4.49314665,0.00029477,0.22256118,0,9,21,0.70890445,170040,0.5
CNDP1_HUMAN,0,0,0,0,,,,,,,,,
CNDP2_HUMAN,0,0,0,0,,,,,,,,,
CNEP1_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
CNFN_HUMAN,0,0,0,0,,,,,,,,,
CNG1O_HUMAN,0,0,0,0,,,,,,,,,
CNGA1_HUMAN,0,0,0,0,,,,,,,,,
CNGA2_HUMAN,0,0,0,0,,,,,,,,,
CNGA3_HUMAN,0,0,0,0,,,,,,,,,
CNGA4_HUMAN,0,0,0,0,,,,,,,,,
CNGB1_HUMAN,0,0,0,0,,,,,,,,,
CNGB3_HUMAN,0,0,0,0,,,,,,,,,
CNIH1_HUMAN,0,0,0,0,,,,,,,,,
CNIH2_HUMAN,0,0,0,0,,,,,,,,,
CNIH3_HUMAN,0,0,0,0,,,,,,,,,
CNIH4_HUMAN,0,0,0,0,,,,,,,,,
CNKR1_HUMAN,2,1,0.5,2,4.31717023,3.976E-05,0.23163321,0,8,29,0.72356915,14618,0.5
CNKR2_HUMAN,0,0,0,0,,,,,,,,,
CNKR3_HUMAN,1,0,0,1,5.04996315,0,0.19802125,0,9,24,0.66250307,0,0
CNN1_HUMAN,0,0,0,0,,,,,,,,,
CNN2_HUMAN,0,0,0,0,,,,,,,,,
CNN3_HUMAN,0,0,0,0,,,,,,,,,
CNNM1_HUMAN,2,0,0,1,5.19587325,0.00029477,0.19246043,0,9,5,0.6503439,149684,0.5
CNNM2_HUMAN,0,0,0,0,,,,,,,,,
CNNM3_HUMAN,11,0,0,9,3.84568902,0.00043278,0.26003143,0.09090909,8,91.18181818,0.76285925,693186,0.16156215
CNNM4_HUMAN,0,0,0,0,,,,,,,,,
CNO10_HUMAN,1,0,0,1,7.4449521,0,0.1343192,0,12,2,0.46292066,0,0
CNO11_HUMAN,2,0,0,1,6.44509948,0.00029477,0.15515664,0,11,6,0.54624171,153408,0.5
CNO6L_HUMAN,6,0,0,4,5.83065586,5.73E-06,0.17150729,0.66666667,10,7.33333333,0.59744535,4738,0.40740741
CNOT1_HUMAN,11,0,0,4,5.44554164,0.00085613,0.18363646,0.25454545,10,5.63636364,0.6295382,426780,0.25541126
CNOT2_HUMAN,5,0,0,4,5.83080324,5.8E-06,0.17150296,0.7,10,7.2,0.59743306,4800,0.42352941
CNOT3_HUMAN,5,0,0,4,6.04333088,9E-08,0.16547166,0.8,10,7.4,0.57972243,12,0.43529412
CNOT4_HUMAN,0,0,0,0,,,,,,,,,
CNOT6_HUMAN,4,0,0,4,5.83095063,1.51E-06,0.17149862,0.5,10,8.25,0.59742078,1370,0.48529412
CNOT7_HUMAN,8,0,0,4,4.90375829,0.0009679,0.20392522,0.14285714,9,7.125,0.67468681,438514,0.20703125
CNOT8_HUMAN,8,0,0,4,5.21680177,0.00056185,0.19168833,0.25,9,5.125,0.64859985,320566,0.31666667
CNPD1_HUMAN,0,0,0,0,,,,,,,,,
CNPY1_HUMAN,0,0,0,0,,,,,,,,,
CNPY2_HUMAN,1,0,0,1,5.33677229,0,0.18737918,0,10,4,0.63860231,0,0
CNPY3_HUMAN,0,0,0,0,,,,,,,,,
CNPY4_HUMAN,0,0,0,0,,,,,,,,,
CNR1_HUMAN,0,0,0,0,,,,,,,,,
CNR2_HUMAN,0,0,0,0,,,,,,,,,
CNRG_HUMAN,2,0,0,2,4.53618276,2.79E-06,0.22044967,0,9,23.5,0.7053181,1558,0.51136364
CNRP1_HUMAN,0,0,0,0,,,,,,,,,
CNST_HUMAN,3,1,0.33333,3,4.37037583,0.00033655,0.22881327,0,9,31.66666667,0.71913535,100634,0.33333333
CNT3B_HUMAN,0,0,0,0,,,,,,,,,
CNTD1_HUMAN,0,0,0,0,,,,,,,,,
CNTD2_HUMAN,0,0,0,0,,,,,,,,,
CNTFR_HUMAN,1,0,0,1,5.12336035,0,0.1951844,0,9,5,0.65638664,0,0
CNTF_HUMAN,5,0,0,2,4.12350774,0.0010797,0.24251197,0,8,59,0.73970769,1162502,0.21090909
CNTLN_HUMAN,0,0,0,0,,,,,,,,,
CNTN1_HUMAN,0,0,0,0,,,,,,,,,
CNTN2_HUMAN,0,0,0,0,,,,,,,,,
CNTN3_HUMAN,0,0,0,0,,,,,,,,,
CNTN4_HUMAN,0,0,0,0,,,,,,,,,
CNTN5_HUMAN,0,0,0,0,,,,,,,,,
CNTN6_HUMAN,0,0,0,0,,,,,,,,,
CNTP1_HUMAN,1,0,0,1,4.58791452,0,0.21796396,0,8,111,0.70100712,0,0
CNTP2_HUMAN,0,0,0,0,,,,,,,,,
CNTP3_HUMAN,0,0,0,0,,,,,,,,,
CNTP4_HUMAN,0,0,0,0,,,,,,,,,
CNTP5_HUMAN,0,0,0,0,,,,,,,,,
CNTRB_HUMAN,1,0,0,1,4.67162859,0,0.21405811,0,9,18,0.69403095,0,0
CNTRL_HUMAN,0,0,0,0,,,,,,,,,
CO005_HUMAN,0,0,0,0,,,,,,,,,
CO032_HUMAN,0,0,0,0,,,,,,,,,
CO039_HUMAN,0,0,0,0,,,,,,,,,
CO040_HUMAN,0,0,0,0,,,,,,,,,
CO041_HUMAN,0,0,0,0,,,,,,,,,
CO052_HUMAN,0,0,0,0,,,,,,,,,
CO053_HUMAN,0,0,0,0,,,,,,,,,
CO054_HUMAN,0,0,0,0,,,,,,,,,
CO056_HUMAN,0,0,0,0,,,,,,,,,
CO057_HUMAN,1,0,0,1,5.32336035,0,0.18785127,0,9,35,0.63971997,0,0
CO059_HUMAN,0,0,0,0,,,,,,,,,
CO061_HUMAN,0,0,0,0,,,,,,,,,
CO062_HUMAN,0,0,0,0,,,,,,,,,
CO065_HUMAN,0,0,0,0,,,,,,,,,
CO1A1_HUMAN,0,0,0,0,,,,,,,,,
CO1A2_HUMAN,2,0,0,2,4.59985262,3.558E-05,0.21739827,0,9,74.5,0.70001228,49838,0.56538462
CO2A1_HUMAN,0,0,0,0,,,,,,,,,
CO2_HUMAN,0,0,0,0,,,,,,,,,
CO3A1_HUMAN,0,0,0,0,,,,,,,,,
CO3_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
CO4A1_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
CO4A2_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
CO4A3_HUMAN,0,0,0,0,,,,,,,,,
CO4A4_HUMAN,0,0,0,0,,,,,,,,,
CO4A5_HUMAN,0,0,0,0,,,,,,,,,
CO4A6_HUMAN,0,0,0,0,,,,,,,,,
CO4A_HUMAN,0,0,0,0,,,,,,,,,
CO4B_HUMAN,0,0,0,0,,,,,,,,,
CO5A1_HUMAN,0,0,0,0,,,,,,,,,
CO5A2_HUMAN,0,0,0,0,,,,,,,,,
CO5A3_HUMAN,0,0,0,0,,,,,,,,,
CO5_HUMAN,1,0,0,1,5.36610169,0,0.18635502,0,10,17,0.63615819,0,0
CO6A1_HUMAN,0,0,0,0,,,,,,,,,
CO6A2_HUMAN,1,0,0,1,5.1843773,0,0.1928872,0,9,25,0.65130189,0,0
CO6A3_HUMAN,0,0,0,0,,,,,,,,,
CO6A5_HUMAN,0,0,0,0,,,,,,,,,
CO6A6_HUMAN,0,0,0,0,,,,,,,,,
CO6_HUMAN,1,0,0,1,4.58791452,0,0.21796396,0,8,111,0.70100712,0,0
CO7A1_HUMAN,1,0,0,1,1,0,1,0,1,1,1,0,0
CO7_HUMAN,0,0,0,0,,,,,,,,,
CO8A1_HUMAN,13,0,0,10,3.73131909,0.00081127,0.26800174,0.20512821,8,90.92307692,0.77239008,730614,0.13121516
CO8A2_HUMAN,0,0,0,0,,,,,,,,,
CO8A_HUMAN,0,0,0,0,,,,,,,,,
CO8B_HUMAN,0,0,0,0,,,,,,,,,
CO8G_HUMAN,0,0,0,0,,,,,,,,,
CO9A1_HUMAN,0,0,0,0,,,,,,,,,
CO9A2_HUMAN,0,0,0,0,,,,,,,,,
CO9A3_HUMAN,0,0,0,0,,,,,,,,,
CO9_HUMAN,0,0,0,0,,,,,,,,,
COA1_HUMAN,0,0,0,0,,,,,,,,,
COA3_HUMAN,2,1,0.5,1,6.21591746,0.00029477,0.1608773,0,10,2,0.56534021,116594,0.5
COA4_HUMAN,0,0,0,0,,,,,,,,,
COA5_HUMAN,1,0,0,1,4.31112749,0,0.23195788,0,9,150,0.72407271,0,0
COA6_HUMAN,0,0,0,0,,,,,,,,,
COA7_HUMAN,0,0,0,0,,,,,,,,,
COAA1_HUMAN,2,0,0,2,4.34384672,7.851E-05,0.2302107,0,9,65.5,0.72134611,41056,0.50787402
COAC_HUMAN,6,0,0,4,4.13618276,6.191E-05,0.24176881,0,8,20.83333333,0.73865144,40116,0.18030303
COAS1_HUMAN,0,0,0,0,,,,,,,,,
COASY_HUMAN,1,0,0,1,6.34104643,0,0.15770268,0,10,3,0.5549128,0,0
COBA1_HUMAN,0,0,0,0,,,,,,,,,
COBA2_HUMAN,1,0,0,1,5.56079587,0,0.17983037,0,10,2,0.61993368,0,0
COBL1_HUMAN,0,0,0,0,,,,,,,,,
COBL_HUMAN,0,0,0,0,,,,,,,,,
COCA1_HUMAN,0,0,0,0,,,,,,,,,
COCH_HUMAN,0,0,0,0,,,,,,,,,
CODA1_HUMAN,0,0,0,0,,,,,,,,,
COE1_HUMAN,1,0,0,1,4.63463522,0,0.21576671,0,9,19,0.69711373,0,0
COE2_HUMAN,0,0,0,0,,,,,,,,,
COE3_HUMAN,0,0,0,0,,,,,,,,,
COE4_HUMAN,0,0,0,0,,,,,,,,,
COEA1_HUMAN,0,0,0,0,,,,,,,,,
COF1_HUMAN,8,1,0.125,4,4.10051584,0.00072304,0.24387176,0.10714286,8,18.375,0.74162368,196432,0.13432836
COF2_HUMAN,3,0,0,3,4.71569639,3.443E-05,0.21205776,0.33333333,9,9,0.69035863,8300,0.43333333
COFA1_HUMAN,0,0,0,0,,,,,,,,,
COG1_HUMAN,1,0,0,1,6.25615328,0,0.15984263,0,10,6,0.56198723,0,0
COG2_HUMAN,1,0,0,1,6.25615328,0,0.15984263,0,10,6,0.56198723,0,0
COG3_HUMAN,0,0,0,0,,,,,,,,,
COG4_HUMAN,6,0,0,2,5.25630066,0.00095275,0.19024787,0.06666667,9,2.5,0.64530828,443900,0.2037037
COG5_HUMAN,2,0,0,2,5.70700074,0,0.17522339,1,10,4.5,0.60774994,0,0.64285714
COG6_HUMAN,7,0,0,6,4.00795873,0.00033645,0.24950357,0,8,24.85714286,0.74933677,310846,0.17163412
COG7_HUMAN,3,0,0,2,4.81149595,0.00050172,0.20783557,0.33333333,9,11.33333333,0.68237534,207544,0.35483871
COG8_HUMAN,1,0,0,1,4.51333825,0,0.22156549,0,9,24,0.70722181,0,0
COGA1_HUMAN,0,0,0,0,,,,,,,,,
COHA1_HUMAN,0,0,0,0,,,,,,,,,
COIA1_HUMAN,4,1,0.25,3,4.65939573,7.862E-05,0.21462011,0.16666667,9,12,0.69505036,20478,0.26136364
COIL_HUMAN,23,2,0.08696,8,3.67781872,0.00255035,0.2719003,0.03952569,8,25.7826087,0.77684844,1219316,0.05598307
COJA1_HUMAN,0,0,0,0,,,,,,,,,
COKA1_HUMAN,0,0,0,0,,,,,,,,,
COL10_HUMAN,0,0,0,0,,,,,,,,,
COL11_HUMAN,0,0,0,0,,,,,,,,,
COL12_HUMAN,0,0,0,0,,,,,,,,,
COLA1_HUMAN,0,0,0,0,,,,,,,,,
COLC1_HUMAN,0,0,0,0,,,,,,,,,
COLC2_HUMAN,0,0,0,0,,,,,,,,,
COLI_HUMAN,1,0,0,1,5.19616802,0,0.19244951,0,9,9,0.65031933,0,0
COLL1_HUMAN,0,0,0,0,,,,,,,,,
COLL2_HUMAN,1,0,0,1,5.14929993,0,0.19420116,0,10,19,0.65422501,0,0
COLQ_HUMAN,1,0,0,1,5.98054532,0,0.16720883,0,10,3,0.58495456,0,0
COL_HUMAN,0,0,0,0,,,,,,,,,
COMA1_HUMAN,0,0,0,0,,,,,,,,,
COMD1_HUMAN,13,2,0.15385,4,4.0688283,0.00232965,0.245771,0.14102564,8,18.23076923,0.74426431,1191006,0.08898944
COMD2_HUMAN,1,0,0,1,5.24156227,0,0.19078281,0,9,14,0.64653648,0,0
COMD3_HUMAN,2,0,0,2,4.89373618,0,0.20434285,1,9,13.5,0.67552198,0,0.61363636
COMD4_HUMAN,3,0,0,3,4.8935888,0,0.204349,1,9,10,0.67553427,0,0.45454545
COMD5_HUMAN,2,0,0,2,5.24141489,0,0.19078818,1,9,8,0.64654876,0,0.57142857
COMD6_HUMAN,3,0,0,2,4.8935888,2.225E-05,0.204349,0.66666667,9,9.66666667,0.67553427,8768,0.43939394
COMD7_HUMAN,1,0,0,1,5.24156227,0,0.19078281,0,9,14,0.64653648,0,0
COMD8_HUMAN,3,0,0,3,4.8935888,0,0.204349,1,9,10,0.67553427,0,0.45454545
COMD9_HUMAN,2,0,0,2,5.24141489,0,0.19078818,1,9,8.5,0.64654876,0,0.60714286
COMDA_HUMAN,2,0,0,2,5.24141489,0,0.19078818,1,9,8,0.64654876,0,0.57142857
COMP_HUMAN,2,0,0,2,4.81473839,9.933E-05,0.2076956,0,9,22,0.68210513,61962,0.5
COMT_HUMAN,1,0,0,1,4.69859985,0,0.21282936,0,9,48,0.69178335,0,0
CONA1_HUMAN,1,0,0,1,4.80928519,0,0.20793111,0,9,17,0.68255957,0,0
COOA1_HUMAN,1,0,0,1,4.94016212,0,0.20242251,0,9,58,0.67165316,0,0
COPA1_HUMAN,0,0,0,0,,,,,,,,,
COPA_HUMAN,0,0,0,0,,,,,,,,,
COPB2_HUMAN,1,1,1,1,4.86588062,0,0.20551265,0,9,22,0.67784328,0,0
COPB_HUMAN,4,1,0.25,3,4.31215917,0.00078386,0.23190239,0,8,28,0.72398674,264176,0.25233645
COPD_HUMAN,0,0,0,0,,,,,,,,,
COPE_HUMAN,1,0,0,1,4.85895357,0,0.20580563,0,9,23,0.67842054,0,0
COPG1_HUMAN,3,0,0,1,6.10700074,0.00058949,0.1637465,0,10,1.66666667,0.57441661,186918,0.33333333
COPG2_HUMAN,0,0,0,0,,,,,,,,,
COPRS_HUMAN,2,0,0,2,4.84554164,0,0.20637528,1,9,21,0.6795382,0,0.53846154
COPT1_HUMAN,0,0,0,0,,,,,,,,,
COPT2_HUMAN,0,0,0,0,,,,,,,,,
COPZ1_HUMAN,0,0,0,0,,,,,,,,,
COPZ2_HUMAN,0,0,0,0,,,,,,,,,
COQ2_HUMAN,0,0,0,0,,,,,,,,,
COQ3_HUMAN,0,0,0,0,,,,,,,,,
COQ4_HUMAN,0,0,0,0,,,,,,,,,
COQ5_HUMAN,0,0,0,0,,,,,,,,,
COQ6_HUMAN,0,0,0,0,,,,,,,,,
COQ7_HUMAN,0,0,0,0,,,,,,,,,
COQ8A_HUMAN,8,0,0,6,4.12881356,0.00060274,0.24220033,0.03571429,9,27.625,0.73926554,398312,0.1392487
COQ8B_HUMAN,0,0,0,0,,,,,,,,,
COQ9_HUMAN,0,0,0,0,,,,,,,,,
COQA1_HUMAN,0,0,0,0,,,,,,,,,
COR1A_HUMAN,3,1,0.33333,3,4.06337509,7.45E-05,0.24610083,0,8,89,0.74471874,61584,0.35772358
COR1B_HUMAN,3,1,0.33333,2,4.78599853,0.00021302,0.20894281,0,9,25,0.68450012,69620,0.33333333
COR1C_HUMAN,0,0,0,0,,,,,,,,,
COR2A_HUMAN,0,0,0,0,,,,,,,,,
COR2B_HUMAN,1,0,0,1,4.94016212,0,0.20242251,0,9,58,0.67165316,0,0
CORA1_HUMAN,0,0,0,0,,,,,,,,,
CORIN_HUMAN,0,0,0,0,,,,,,,,,
CORO6_HUMAN,1,0,0,1,4.94885777,0,0.20206683,0,9,20,0.67092852,0,0
CORO7_HUMAN,0,0,0,0,,,,,,,,,
CORT_HUMAN,0,0,0,0,,,,,,,,,
COSA1_HUMAN,0,0,0,0,,,,,,,,,
COT1_HUMAN,0,0,0,0,,,,,,,,,
COT2_HUMAN,0,0,0,0,,,,,,,,,
COTL1_HUMAN,3,0,0,2,4.57568165,0.00032643,0.21854667,0,9,26.66666667,0.70202653,106986,0.33333333
COX10_HUMAN,0,0,0,0,,,,,,,,,
COX11_HUMAN,0,0,0,0,,,,,,,,,
COX14_HUMAN,0,0,0,0,,,,,,,,,
COX15_HUMAN,0,0,0,0,,,,,,,,,
COX16_HUMAN,0,0,0,0,,,,,,,,,
COX17_HUMAN,1,0,0,1,5.18187178,0,0.19298046,0,9,7,0.65151069,0,0
COX18_HUMAN,0,0,0,0,,,,,,,,,
COX19_HUMAN,0,0,0,0,,,,,,,,,
COX1_HUMAN,3,0,0,1,5.21635962,0.00117872,0.19170457,0,9,2,0.6486367,466360,0.33333333
COX20_HUMAN,0,0,0,0,,,,,,,,,
COX2_HUMAN,0,0,0,0,,,,,,,,,
COX3_HUMAN,1,0,0,1,5.1348563,0,0.19474742,0,9,8,0.65542864,0,0
COX41_HUMAN,2,1,0.5,1,4.21768607,0.00147297,0.23709683,0,8,65,0.73185949,582930,0.5
COX42_HUMAN,0,0,0,0,,,,,,,,,
COX5A_HUMAN,3,0,0,3,4.0605748,1.973E-05,0.24627055,0,8,135,0.7449521,32610,0.43225806
COX5B_HUMAN,10,0,0,8,3.88784083,0.00038866,0.25721218,0.04444444,8,65.9,0.7593466,339966,0.15057737
COX6C_HUMAN,0,0,0,0,,,,,,,,,
